iter	Passed	Remaining
733	5099	1847
734	5106	1840
735	5112	1833
736	5119	1826
737	5124	1819
738	5132	1812
739	5144	1807
740	5162	1804
741	5170	1797
742	5179	1791
743	5188	1785
744	5198	1779
745	5208	1773
746	5217	1766
747	5224	1760
748	5233	1753
749	5242	1747
750	5250	1740
751	5258	1734
752	5264	1726
753	5271	1719
754	5278	1712
755	5284	1705
756	5290	1698
757	5299	1691
758	5306	1684
759	5313	1677
760	5320	1670
761	5327	1663
762	5335	1657
763	5342	1650
764	5350	1643
765	5355	1636
766	5361	1628
767	5368	1621
768	5376	1614
769	5383	1607
770	5390	1600
771	5398	1594
772	5405	1587
773	5411	1580
774	5419	1573
775	5425	1566
776	5433	1559
777	5440	1552
778	5447	1545
779	5454	1538
780	5462	1531
781	5469	1524
782	5476	1517
783	5481	1510
784	5488	1503
785	5495	1496
786	5502	1489
787	5509	1482
788	5515	1475
789	5521	1467
790	5527	1460
791	5534	1453
792	5541	1446
793	5548	1439
794	5553	1431
795	5559	1424
796	5581	1421
797	5588	1414
798	5595	1407
799	5601	1400
800	5609	1393
801	5616	1386
802	5622	1379
803	5630	1372
804	5637	1365
805	5644	1358
806	5651	1351
807	5657	1344
808	5663	1337
809	5670	1330
810	5677	1323
811	5684	1316
812	5691	1309
813	5698	1302
814	5704	1294
815	5710	1287
816	5716	1280
817	5723	1273
818	5730	1266
819	5737	1259
820	5744	1252
821	5752	1245
822	5758	1238
823	5765	1231
824	5773	1224
825	5780	1217
826	5787	1210
827	5794	1203
828	5801	1196
829	5807	1189
830	5813	1182
831	5821	1175
832	5828	1168
833	5835	1161
834	5842	1154
835	5849	1147
836	5860	1141
837	5868	1134
838	5875	1127
839	5882	1120
840	5890	1113
841	5897	1106
842	5903	1099
843	5910	1092
844	5917	1085
845	5923	1078
846	5930	1071
847	5937	1064
848	5944	1057
849	5950	1050
850	5956	1042
851	5963	1035
852	5977	1030
853	5984	1023
854	5991	1016
855	5997	1008
856	6003	1001
857	6010	994
858	6017	987
859	6024	980
860	6032	973
861	6039	966
862	6044	959
863	6050	952
864	6057	945
865	6065	938
866	6072	931
867	6078	924
868	6084	917
869	6090	910
870	6098	903
871	6105	896
872	6112	889
873	6118	882
874	6127	875
875	6135	868
876	6143	861
877	6149	854
878	6155	847
879	6161	840
880	6170	833
881	6177	826
882	6184	819
883	6190	812
884	6198	805
885	6204	798
886	6210	791
887	6217	784
888	6225	777
889	6231	770
890	6238	763
891	6244	756
892	6250	748
893	6256	741
894	6263	734
895	6270	727
896	6277	720
897	6284	713
898	6290	706
899	6297	699
900	6303	692
901	6310	685
902	6318	678
903	6326	671
904	6334	664
905	6341	657
906	6348	650
907	6356	644
908	6362	636
909	6368	629
910	6375	622
911	6381	615
912	6389	608
913	6394	601
914	6401	594
915	6407	587
916	6414	580
917	6422	573
918	6429	566
919	6437	559
920	6443	552
921	6450	545
922	6455	538
923	6462	531
924	6469	524
925	6476	517
926	6482	510
927	6488	503
928	6495	496
929	6501	489
930	6508	482
931	6514	475
932	6520	468
933	6526	461
934	6533	454
935	6539	447
936	6546	440
937	6553	433
938	6558	426
939	6565	419
940	6572	412
941	6579	405
942	6584	398
943	6589	390
944	6595	383
945	6601	376
946	6606	369
947	6612	362
948	6618	355
949	6623	348
950	6629	341
951	6635	334
952	6642	327
953	6649	320
954	6656	313
955	6662	306
956	6667	299
957	6675	292
958	6681	285
959	6686	278
960	6691	271
961	6698	264
962	6705	257
963	6711	250
964	6717	243
965	6723	236
966	6729	229
967	6735	222
968	6742	215
969	6748	208
970	6757	201
971	6764	194
972	6770	187
973	6776	180
974	6781	173
975	6787	166
976	6793	159
977	6799	152
978	6805	145
979	6811	139
980	6817	132
981	6823	125
982	6828	118
983	6834	111
984	6840	104
985	6847	97
986	6862	90
